true_index,Sales
1923,3270.08
1934,9459.33
1937,9421.44
1940,5851.37
1953,0.0
1968,3110.91
1975,0.0
1981,8448.55
1984,5729.54
1997,10993.6
2024,9617.07
2032,8153.41
2036,15392.5
2051,3041.09
2061,0.0
2082,4708.47
2093,0.0
2096,6258.89
2107,5276.64
2115,4970.1
2117,3411.94
2137,2863.8
2156,7411.0
2160,0.0
2186,10715.5
2188,6517.14
2204,9551.27
2217,6064.5
2224,5271.31
2228,10136.93
2233,10599.73
2246,3616.2
2254,10397.5
2275,9023.67
2281,6443.33
2287,9755.32
2300,8202.8
2305,7665.67
2306,4647.0
2313,3776.77
2315,5633.58
2320,3516.33
2322,5589.0
2324,4294.33
2328,8959.27
2335,5609.83
2340,2989.36
2352,0.0
2381,6450.58
2383,5507.44
2408,3963.12
2422,6399.5
2424,3979.2
2425,0.0
2428,3750.0
2435,4861.71
2456,7582.0
2471,0.0
2474,4780.36
2493,5001.89
2495,7028.16
2501,0.0
2511,4181.09
2519,3154.53
2522,6544.6
2526,5610.0
2527,12399.07
2539,6914.94
2550,8813.81
2562,0.0
2572,7413.76
2573,6368.1
2576,8547.92
2579,4858.55
2580,4767.71
2594,5820.55
2600,10293.55
2602,11684.8
2621,0.0
2641,0.0
2651,7319.85
2669,6032.88
2686,9491.7
2694,5739.06
2699,4987.35
2700,5820.2
2747,6336.05
2759,7397.81
2763,7613.5
2794,0.0
2797,0.0
2812,12063.93
2815,6153.91
2824,0.0
2829,7017.16
2830,7542.2
2852,6123.2
2855,10292.8
2858,0.0
2870,8686.71
2881,6458.75
2884,3848.54
2887,8652.3
2890,8293.67
2897,14698.27
2909,4430.64
2917,9321.08
2929,3596.25
2937,6755.56
2962,9908.0
2985,7323.75
2997,7577.79
3007,4252.8
3015,5499.3
3020,3437.9
3030,6085.67
3035,6162.36
3048,5217.21
3075,7747.93
3079,6368.81
3087,4615.0
3091,8044.23
3103,7861.72
3107,8480.5
3120,0.0
3126,7686.8
3127,14532.06
3131,7712.27
3142,7624.17
3143,0.0
3146,8067.84
3157,7431.8
3162,6148.54
3165,8467.73
3168,0.0
3170,0.0
3172,6028.44
3175,4834.16
3179,5379.4
3188,8285.33
3194,0.0
3200,5044.5
3209,4362.4
3231,12069.6
3235,3741.53
3238,7455.83
3276,9753.0
3283,0.0
3286,4844.7
3306,0.0
3328,10453.29
3340,8444.11
3347,0.0
3351,5794.57
3357,7285.87
3364,5032.36
3374,6854.6
3402,9356.47
3407,0.0
3420,8783.27
3434,6128.69
3436,4947.14
3442,8326.67
3448,6175.27
3456,4345.8
3467,5320.76
3473,5836.13
3486,7843.06
3496,3707.5
3509,6267.21
3517,5659.17
3519,9054.69
3521,4485.36
3534,1914.0
3539,3676.1
3551,9331.71
3556,4194.64
3559,10555.0
3573,8886.2
3600,6476.0
3602,2035.58
3617,4985.08
3635,9007.4
3641,6775.75
3648,8528.42
3676,0.0
3694,0.0
3707,6700.0
3708,4221.93
3716,10740.07
3734,0.0
3738,7941.62
3744,6284.67
3746,7907.38
3749,13208.09
3777,4394.73
3794,15687.75
3804,4017.39
3813,22092.0
3828,5497.29
3840,9348.75
3843,5670.33
3844,0.0
3856,7452.0
3864,6559.1
3865,5058.18
3891,6252.83
3893,6048.7
3896,4744.92
3910,6075.37
3920,7370.17
3922,5074.06
3929,0.0
3931,0.0
3932,3239.93
3941,4202.89
3946,3528.5
3966,4979.11
3975,6925.5
3977,0.0
3986,5340.33
3989,23892.73
3993,5882.5
3996,4031.09
4016,29044.09
4020,6497.6
4023,0.0
4031,8192.37
4040,8023.67
4041,0.0
4042,0.0
4052,5468.0
4067,0.0
4071,10541.86
4104,6264.36
4110,2487.14
4122,8718.55
4127,7749.29
4129,7192.21
4130,0.0
4162,3940.78
4180,4512.8
4181,6863.28
4190,4146.6
4195,0.0
4196,4150.8
4215,4079.67
4233,0.0
4236,0.0
4240,3671.09
4258,4481.94
4264,4446.71
4268,7862.93
4269,7875.0
4286,7278.57
4300,8262.55
4303,0.0
4320,12751.0
4323,7165.0
4327,13628.77
4339,5561.38
4354,6675.42
4366,4771.55
4371,5586.21
4388,7303.65
4422,5794.63
4433,0.0
4434,6681.06
4436,9819.2
4452,10684.74
4474,4904.69
4482,3779.28
4495,0.0
4521,9038.1
4552,3950.17
4555,9130.8
4556,5399.74
4560,8187.08
4577,6188.3
4586,3923.86
4589,7539.46
4618,0.0
4620,6601.4
4642,6140.18
4654,6858.17
4674,7840.27
4684,3149.3
4710,7932.72
4711,4903.0
4717,6024.8
4736,4323.64
4745,6754.5
4747,6853.09
4767,5734.2
4774,10589.82
4790,5059.68
4792,8374.44
4796,8952.21
4799,9346.25
4819,5804.27
4828,6113.17
4840,3835.53
4844,6307.5
4851,5424.64
4870,0.0
4878,0.0
4894,3740.2
4898,0.0
4919,8939.67
4923,0.0
4924,0.0
4933,5222.08
4977,7520.0
4987,10012.39
4994,4987.72
5005,5224.36
5007,6003.92
5009,6267.5
5016,4814.09
5031,0.0
5032,5561.0
5049,9223.5
5052,12006.35
5053,7535.0
5087,6302.41
5101,9848.26
5132,0.0
5171,3706.9
5178,3717.1
5189,14402.19
5196,3270.0
5205,4831.71
5210,9963.5
5211,8232.86
5234,3369.5
5238,9065.07
5242,9124.3
5253,5384.5
5262,3548.4
5318,6476.0
5327,0.0
5334,7084.8
5366,4400.81
5384,6241.18
5395,0.0
5397,3316.07
5399,7900.09
5419,8028.92
5431,6603.18
5432,7530.91
5435,5125.7
5437,6342.86
5481,3553.0
5482,9181.0
5485,7520.7
5497,4515.94
5502,5282.5
5513,6483.35
5517,4286.06
5533,5400.69
5535,2494.31
5539,4071.73
5561,0.0
5574,7874.85
5588,0.0
5593,9034.18
5607,4068.88
5647,8955.95
5662,8799.93
5669,3527.8
5692,6377.5
5713,7605.7
5720,6938.5
5726,5008.16
5735,9064.84
5758,4146.6
5765,3566.17
5793,8715.13
5798,2564.33
5822,8497.6
5824,7019.69
5826,8616.45
5829,9012.93
5831,0.0
5835,6999.92
5853,4698.55
5875,3232.33
5879,10226.84
5883,5585.81
5890,5357.2
5914,8152.95
5921,5876.58
5922,6079.3
5935,4116.06
5944,5535.9
5950,0.0
5977,7421.8
5987,0.0
5988,10775.5
5994,8572.21
6009,4565.91
6019,12582.62
6045,8073.8
6056,7259.0
6073,5499.09
6088,4521.24
6094,6379.61
6104,17824.64
6118,0.0
6125,9171.89
6155,0.0
6166,4233.4
6171,4290.41
6172,7306.1
6174,0.0
6185,5552.79
6191,4303.2
6196,7410.82
6218,11851.47
6221,7776.56
6226,0.0
6232,0.0
6233,5466.21
6248,12208.38
6253,3753.7
6273,3705.8
6280,3108.91
6287,8074.3
6290,0.0
6299,0.0
6315,8447.65
6323,6729.9
6331,0.0
6333,4336.85
6334,7319.15
6369,2701.67
6376,0.0
6382,8226.67
6383,5787.77
6407,8447.5
6408,11314.0
6412,0.0
6419,6667.58
6428,3627.9
6434,7125.62
6448,9596.17
6451,4420.07
6458,11060.64
6470,9353.23
6472,0.0
6480,4612.31
6482,4080.5
6486,8064.46
6503,0.0
6507,5474.24
6527,4445.46
6529,5945.58
6540,6952.9
6550,9574.4
6552,5365.27
6553,7795.58
6555,4371.46
6588,17201.15
6607,5933.0
6612,2692.1
6634,6582.05
6652,2407.31
6655,9100.31
6661,0.0
6681,6633.47
6691,7028.46
6707,3688.5
6710,7867.84
6714,3008.64
6720,4031.09
6726,0.0
6731,15076.18
6740,0.0
6749,0.0
6768,10577.0
6775,0.0
6778,6575.64
6791,5941.76
6829,9896.64
6842,0.0
6849,3946.73
6858,8366.54
6863,4938.68
6890,5069.5
6918,5940.91
6920,2907.67
6923,7673.47
6932,0.0
6933,0.0
6946,6660.07
6947,2475.4
6973,0.0
6992,6005.2
7005,9174.45
7007,5409.27
7027,7810.16
7035,6720.13
7055,4641.0
7056,3699.58
7095,9895.79
7112,0.0
7113,5828.46
7119,0.0
7122,0.0
7126,6166.5
7127,4227.29
7138,29461.67
7139,12776.0
7162,4446.0
7166,8096.5
7169,7335.41
7181,4573.58
7190,9954.58
7199,0.0
7200,4417.27
7232,7200.06
7259,9550.27
7263,6592.69
7266,4757.18
7267,7605.77
7299,5892.65
7301,6383.25
7302,5968.42
7307,8952.82
7309,6297.0
7323,6017.94
7325,7840.27
7330,0.0
7334,6908.2
7338,0.0
7342,6239.25
7349,0.0
7362,8170.85
7363,0.0
7394,0.0
7399,19090.29
7420,7287.91
7428,6014.21
7434,5515.84
7450,8029.6
7451,8094.79
7455,0.0
7492,6863.28
7507,19255.13
7518,2786.79
7521,5388.11
7526,5841.5
7557,9513.7
7560,10265.3
7570,0.0
7573,5984.64
7576,4324.36
7594,13258.83
7601,9037.07
7634,8684.9
7668,5340.55
7670,0.0
7682,9831.15
7693,0.0
7696,0.0
7711,8015.21
7713,11390.27
7719,7448.91
7720,7949.75
7732,13783.21
7734,6278.53
7742,6051.75
7753,4736.42
7779,9950.5
7793,13122.77
7797,9421.55
7812,2984.31
7824,14668.78
7835,2879.08
7855,8465.4
7862,9987.54
7884,9498.32
7894,0.0
7904,2177.31
7913,4573.58
7920,7563.79
7930,0.0
7936,4609.06
7958,4092.79
7963,0.0
7973,0.0
7979,6208.09
7984,0.0
7986,4398.6
7987,6592.6
8006,6250.13
8015,6042.36
8017,6872.88
8031,0.0
8037,3647.27
8064,6106.12
8073,4752.08
8083,3551.54
8090,2219.79
8094,7280.15
8113,3734.2
8114,3939.88
8119,0.0
8123,3918.79
8158,0.0
8161,7314.08
8167,4473.8
8181,7081.0
8195,4677.27
8207,6064.92
8215,9006.91
8223,4896.11
8252,8792.78
8255,0.0
8287,4439.7
8309,5544.4
8312,7602.5
8319,4795.4
8327,7153.67
8353,0.0
8365,0.0
8378,5171.37
8385,5734.1
8387,8096.5
8400,3586.67
8402,5832.38
8403,6965.83
8430,0.0
8438,5654.15
8439,12287.69
8464,4719.1
8483,0.0
8503,5205.09
8504,6787.3
8517,4872.31
8522,12546.31
8525,6787.0
8544,10797.88
8557,10173.67
8570,4864.5
8583,5218.6
8590,4394.71
8592,4340.75
8609,4935.46
8613,7190.86
8621,6488.78
8626,4260.5
8627,5388.08
8637,3675.0
8643,10282.56
8654,6257.86
8668,5145.47
8713,6818.92
8729,5760.21
8732,6358.86
8748,4462.37
8758,5156.15
8764,5861.26
8765,0.0
8772,5176.15
8776,20808.46
8783,6355.18
8797,0.0
8805,13441.36
8817,5372.31
8820,4990.1
8838,9967.82
8869,4310.63
8871,8045.8
8879,8017.81
8888,5005.55
8897,7730.54
8905,0.0
8907,6678.06
8910,17482.12
8944,4207.14
8953,3434.75
8989,4839.45
8990,4432.18
8994,5478.09
9020,6707.0
9023,4190.35
9024,3636.0
9047,7362.7
9050,10136.93
9055,6921.31
9064,9383.91
9065,0.0
9084,8032.91
9089,12101.5
9103,5831.55
9111,6120.41
9112,14229.57
9144,4562.8
9145,5044.54
9147,10643.91
9169,0.0
9184,0.0
9190,4867.64
9199,9321.26
9201,5077.38
9207,6019.77
9220,8187.08
9236,7704.31
9246,0.0
9252,8398.06
9286,6730.88
9316,5028.22
9319,2848.27
9325,8781.81
9341,5284.2
9343,0.0
9348,5823.57
9383,10448.93
9395,10997.0
9403,0.0
9408,15537.81
9410,7247.32
9416,0.0
9423,5747.77
9444,0.0
9476,6903.91
9482,4572.85
9489,11198.3
9506,4891.18
9512,5677.9
9522,5654.85
9566,7056.92
9577,0.0
9580,3763.2
9592,5674.1
9601,9101.64
9607,12014.89
9619,8474.54
9627,11743.8
9628,8758.88
9638,5059.75
9641,5876.58
9652,8010.85
9653,3932.15
9658,7015.18
9682,0.0
9694,6970.17
9702,0.0
9705,5606.0
9727,0.0
9740,4628.93
9750,9037.07
9756,0.0
9767,9034.6
9784,5743.27
9785,5281.17
9787,6372.67
9791,4865.82
9802,10323.47
9809,8733.21
9810,0.0
9811,5931.44
9824,6105.57
9826,5517.93
9835,8900.21
9857,10467.0
9859,5518.5
9881,6970.62
9886,4265.73
9897,5100.67
9909,7278.33
9910,5486.57
9920,0.0
9931,5351.5
9937,9966.9
9939,6371.94
9940,4454.18
9947,0.0
9949,8014.3
9972,7486.4
9985,10161.53
9991,7110.0
10006,4474.06
10016,9334.2
10031,0.0
10039,7648.5
10046,8970.6
10048,3747.94
10049,0.0
10052,4209.3
10064,0.0
10075,4908.88
10105,11473.21
10113,4694.46
10118,5038.36
10135,6241.95
10145,0.0
10147,9821.55
10151,7385.62
10153,4308.36
10167,2948.27
10177,4367.3
10208,5316.85
10268,5910.86
10296,1831.18
10309,2428.62
10316,0.0
10317,0.0
10344,5379.57
10349,5028.38
10351,8637.67
10353,8776.89
10363,2458.33
10369,11487.73
10373,8719.6
10378,6849.18
10388,7766.74
10391,10209.0
10392,0.0
10393,3566.43
10402,0.0
10438,11078.56
10440,18601.21
10442,8807.25
10463,0.0
10465,5895.47
10502,7171.29
10513,6164.58
10526,4747.93
10534,5385.62
10552,0.0
10560,8717.74
10568,8876.17
10571,6701.2
10572,0.0
10574,0.0
10577,4932.71
10594,7046.58
10603,3564.18
10618,3916.77
10625,5831.55
10635,6193.0
10641,11522.2
10642,6474.94
10644,9258.83
10653,8566.2
10657,5904.45
10658,4263.61
10667,6727.06
10677,4024.82
10687,5222.92
10700,12078.74
10703,9755.17
10713,7642.5
10720,5066.89
10732,0.0
10737,0.0
10744,5072.7
10761,7780.33
10770,6392.31
10776,4110.0
10778,10187.64
10779,0.0
10810,5195.08
10811,2106.8
10812,7228.73
10831,3042.9
10832,3529.1
10835,8274.08
10837,0.0
10848,8958.85
10851,4417.27
10871,4681.7
10872,10160.0
10876,7122.24
10879,3054.82
10887,0.0
10890,6153.79
10892,5622.2
10899,0.0
10917,2319.23
10922,0.0
10931,0.0
10937,7784.68
10940,6850.73
10948,9174.27
10953,8983.9
10977,6503.8
10981,5787.0
10988,7419.92
11012,13162.59
11016,10575.3
11022,6153.79
11037,6861.0
11050,7886.88
11059,7327.4
11061,4552.72
11066,7727.71
11078,11240.67
11081,13234.8
11084,7139.33
11085,7611.38
11089,2170.33
11090,4860.56
11092,7865.44
11094,6005.33
11124,4495.53
11133,7461.5
11141,12062.79
11171,6019.67
11195,9361.0
11196,5561.36
11218,0.0
11239,0.0
11242,0.0
11248,5471.08
11256,7084.8
11258,7740.4
11283,12870.31
11287,8393.8
11308,7623.07
11315,0.0
11316,8573.64
11351,0.0
11381,6216.21
11407,6140.06
11411,0.0
11415,0.0
11418,0.0
11440,7826.2
11443,6919.73
11464,4649.9
11485,4324.69
11491,9264.56
11501,9555.15
11510,7325.92
11520,5478.53
11542,2680.11
11550,13329.93
11553,11198.0
11554,4222.38
11578,0.0
11587,12343.93
11594,4527.42
11624,13985.56
11628,3439.0
11641,5549.4
11645,5142.45
11649,0.0
11650,4375.5
11660,0.0
11671,0.0
11673,13234.8
11678,8005.13
11722,3463.0
11724,6113.92
11727,10659.46
11728,4515.94
11729,5904.7
11741,5406.07
11765,9135.5
11770,5432.4
11774,3869.82
11781,11001.0
11788,4409.1
11805,3716.9
11813,5422.14
11838,15834.53
11845,6688.0
11863,8010.73
11874,5439.17
11878,3368.9
11899,4448.65
11905,9213.33
11925,0.0
11949,3506.5
11955,6889.88
11961,7843.05
11965,0.0
11999,4399.82
12007,4868.21
12031,19973.92
12034,6949.55
12060,3617.09
12069,6252.77
12071,9516.42
12075,0.0
12081,4805.82
12084,6726.27
12089,0.0
12093,7194.5
12104,2089.45
12107,2921.17
12114,7000.5
12122,5491.8
12124,11040.44
12135,7814.6
12160,4183.75
12185,9100.31
12199,5596.22
12202,6930.18
12210,6962.31
12219,6401.57
12225,0.0
12226,4194.11
12238,8188.29
12243,3543.25
12263,6548.58
12264,9687.2
12272,5015.75
12275,2821.46
12281,6433.09
12285,4394.53
12291,2972.4
12301,5696.47
12305,5632.17
12306,8169.4
12312,5416.21
12313,7152.87
12325,7841.58
12332,6490.0
12338,3976.67
12340,9355.87
12346,0.0
12352,11375.6
12358,9934.77
12374,10705.6
12413,0.0
12414,5103.64
12417,6800.56
12426,5178.09
12438,0.0
12443,0.0
12448,5139.76
12455,4629.9
12464,6023.44
12484,10942.25
12489,5282.62
12490,0.0
12491,7874.93
12496,5496.92
12501,6761.36
12507,6895.0
12508,0.0
12516,8857.0
12528,4661.64
12532,4271.42
12540,7187.27
12546,7631.94
12549,7781.55
12553,4515.69
12555,0.0
12583,9948.5
12586,5768.6
12606,4801.38
12612,0.0
12622,5955.56
12625,10751.06
12637,0.0
12676,0.0
12703,12572.94
12751,6938.06
12756,5450.0
12775,5219.12
12785,0.0
12797,3713.82
12800,0.0
12810,3544.36
12811,4871.94
12814,4093.73
12846,5379.25
12849,3561.53
12854,4591.79
12869,10594.33
12879,5491.89
12885,10541.86
12890,7156.92
12892,0.0
12897,4587.0
12901,7604.82
12904,6512.68
12928,4238.7
12954,6473.67
12963,3886.31
12964,8814.0
12979,0.0
12994,5245.31
12999,5807.82
13003,3432.69
13021,0.0
13038,6478.47
13042,0.0
13046,6761.0
13091,7453.07
13103,8622.58
13108,15319.3
13110,4883.57
13117,29044.09
13133,0.0
13141,12944.64
13149,6106.27
13168,10968.83
13188,8418.89
13193,2509.91
13197,7908.33
13201,3989.75
13233,3308.53
13240,9175.16
13253,0.0
13258,6853.09
13265,6147.2
13271,0.0
13280,3477.92
13291,12463.46
13292,6152.38
13294,10622.8
13309,0.0
13346,2152.6
13353,9566.89
13358,0.0
13374,8447.65
13386,4685.0
13414,3576.71
13422,0.0
13431,5386.59
13452,0.0
13454,5651.5
13458,3025.3
13485,9504.45
13486,10392.0
13517,6063.36
13520,0.0
13521,11897.9
13524,0.0
13535,9582.88
13536,9186.39
13541,9941.27
13542,3922.4
13544,0.0
13564,0.0
13569,4831.44
13604,5534.0
13614,0.0
13624,0.0
13629,9427.4
13638,9712.47
13642,4676.87
13664,0.0
13671,6729.69
13686,6153.64
13687,0.0
13691,4854.4
13699,0.0
13702,10661.1
13708,0.0
13713,6089.77
13738,6243.46
13743,6297.6
13777,8001.4
13785,5432.12
13790,4031.09
13812,4544.4
13827,4723.32
13832,6010.47
13846,7864.25
13847,6179.17
13861,4419.6
13865,7093.53
13869,5282.5
13871,0.0
13873,6705.42
13874,4331.7
13875,6208.06
13883,7190.2
13885,7384.5
13892,8092.67
13896,5432.54
13900,4063.4
13906,5824.12
13912,4588.7
13913,12071.17
13917,12964.17
13918,8950.33
13934,6111.18
13937,4034.19
13945,4898.08
13954,5604.62
13964,7604.92
13976,2965.62
13978,5740.12
13979,6278.17
13996,0.0
14026,3646.55
14039,4267.75
14045,9830.64
14047,2422.7
14049,3495.3
14055,8421.0
14056,0.0
14061,11479.54
14065,10278.71
14081,8623.65
14086,10307.8
14092,3210.42
14105,7172.4
14109,8517.91
14115,6515.75
14116,6613.62
14118,0.0
14130,3448.11
14133,0.0
14137,4207.09
14141,4014.73
14143,6947.9
14147,4529.56
14157,7730.64
14160,7310.4
14176,4117.83
14190,5795.5
14192,6045.07
14194,8909.47
14197,7147.27
14207,0.0
14217,2861.9
14223,0.0
14225,7077.94
14226,6569.58
14237,6170.23
14259,0.0
14262,4756.27
14264,4311.0
14265,8457.14
14288,4981.92
14307,5743.27
14311,0.0
14313,9065.4
14314,13817.2
14347,7409.18
14351,5494.9
14368,0.0
14400,7459.1
14402,7713.75
14421,0.0
14437,9718.33
14443,4214.0
14477,8589.33
14479,0.0
14489,0.0
14493,4900.6
14534,23892.73
14537,8437.85
14540,0.0
14555,5839.54
14566,7086.6
14589,8840.75
14596,6142.28
14602,3216.0
14621,6273.3
14639,4985.53
14669,0.0
14677,5897.82
14683,0.0
14689,0.0
14725,7497.08
14727,5646.85
14751,7447.62
14756,5300.73
14768,0.0
14785,4621.08
14788,4029.0
14809,3534.82
14829,6206.0
14832,7564.07
14845,0.0
14854,6450.58
14873,0.0
14878,7047.0
14886,9263.21
14904,0.0
14920,2675.53
14939,7167.71
14962,6250.13
14969,6340.8
14981,6711.94
14990,0.0
14991,5187.73
14992,0.0
14999,0.0
15001,3657.82
15013,14904.1
15044,0.0
15050,7636.28
15066,5195.19
15072,5944.6
15080,16530.14
15082,6212.2
15085,3940.19
15087,4819.65
15090,11031.14
15093,10436.92
15099,0.0
15100,7709.53
15103,4874.06
15111,10025.47
15116,6354.06
15118,9668.76
15146,11181.94
15156,0.0
15199,4579.83
15221,5255.58
15224,8680.85
15230,8505.7
15234,0.0
15242,0.0
15257,5397.89
15275,8051.2
15278,3988.0
15303,5074.4
15318,12256.83
15322,8168.3
15344,0.0
15349,0.0
15354,8663.5
15367,4713.29
15398,6961.5
15402,5611.58
15404,0.0
15419,11811.33
15422,24299.28
15423,0.0
15446,0.0
15460,7802.3
15473,10072.8
15511,9100.2
15517,7998.46
15519,9592.94
15545,6030.67
15554,9025.17
15562,0.0
15563,0.0
15577,5651.6
15587,6204.72
15588,5741.71
15593,5734.73
15607,4757.18
15612,5155.06
15613,13034.73
15622,6024.0
15630,10808.64
15633,0.0
15639,6214.0
15651,4505.77
15658,7538.57
15674,2512.58
15683,7303.2
15700,5622.46
15710,9628.57
15711,6071.2
15719,5764.07
15721,5082.0
15734,0.0
15738,4371.77
15743,5667.64
15744,5630.17
15756,4926.5
15762,11112.8
15765,5281.29
15771,9105.82
15775,8699.73
15794,7367.71
15799,5330.56
15803,0.0
15804,7647.42
15813,3636.85
15814,6519.58
15815,5535.9
15819,3906.91
15824,4338.73
15835,4923.91
15848,4516.06
15861,8845.79
15862,9703.73
15867,4040.23
15873,4928.94
15874,5469.0
15880,5414.0
15882,0.0
15888,6069.0
15902,6592.85
15904,12226.3
15913,10355.0
15923,6519.73
15924,9502.4
15926,0.0
15934,0.0
15939,5820.2
15950,6087.89
15970,8085.35
15973,0.0
15979,10827.36
15993,5379.25
16000,1385.21
16002,6266.67
16006,6575.7
16008,5222.73
16021,9174.45
16022,10600.2
16031,6833.87
16041,6890.35
16042,7148.15
16045,5426.65
16050,12126.45
16053,8043.25
16055,7306.33
16071,0.0
16085,3107.43
16087,8305.33
16088,5878.73
16123,4911.42
16149,11140.1
16150,7242.0
16174,14775.67
16203,5182.18
16205,0.0
16228,8528.57
16253,8235.0
16262,7540.92
16263,9667.1
16267,4723.32
16276,8766.36
16296,5935.91
16297,4448.56
16298,15292.81
16305,5609.81
16309,2983.2
16315,5821.79
16321,5359.13
16326,7978.4
16331,5698.62
16332,0.0
16342,6564.61
16351,6301.58
16365,0.0
16373,0.0
16374,0.0
16379,2558.86
16411,7133.86
16454,5329.38
16461,7857.2
16493,11760.54
16499,0.0
16510,3682.11
16520,4679.58
16523,8205.83
16540,7002.6
16546,3522.07
16585,5386.8
16589,5205.09
16592,7365.58
16622,6853.56
16633,7794.27
16645,4931.4
16648,9365.73
16651,10427.47
16680,7194.53
16681,10382.33
16683,0.0
16684,0.0
16689,12961.62
16737,4936.75
16740,0.0
16750,8665.85
16752,5785.5
16753,0.0
16760,8703.18
16770,6234.88
16786,0.0
16787,9946.27
16790,5682.92
16792,4737.53
16824,4849.2
16835,0.0
16854,6793.73
16858,3880.82
16861,4630.42
16894,0.0
16921,9694.42
16932,10077.0
16976,0.0
16992,4776.6
17018,6403.6
17036,5294.55
17040,4857.05
17072,0.0
17105,2330.64
17109,7664.47
17128,0.0
17135,9611.56
17141,7192.21
17150,7988.32
17157,3717.45
17165,5944.8
17169,4458.2
17181,4060.1
17188,0.0
17210,5373.2
17213,10144.9
17215,7189.18
17226,4520.77
17252,12192.29
17265,0.0
17286,0.0
17288,0.0
17289,9443.57
17294,5574.32
17306,6023.94
17315,6913.72
17327,10547.82
17329,0.0
17339,4397.82
17344,8589.33
17363,6772.0
17374,0.0
17381,10890.36
17397,8882.27
17403,7168.27
17407,7831.21
17423,2764.0
17439,5273.76
17452,7257.33
17453,10134.8
17465,3226.85
17474,7152.21
17483,2435.33
17484,9350.31
17504,5018.69
17511,6950.69
17527,6542.53
17532,4227.83
17537,0.0
17542,5329.08
17567,6348.58
17570,4573.05
17577,6831.56
17578,7311.92
17582,7679.9
17586,7490.1
17600,1678.9
17604,4618.62
17615,3014.92
17617,6934.16
17624,6070.0
17626,4945.77
17655,7442.44
17660,4347.7
17668,0.0
17681,13335.46
17682,9668.76
17693,8344.56
17694,5816.82
17700,11184.64
17702,7641.0
17703,0.0
17712,6885.6
17722,10334.42
17732,5510.73
17752,6136.65
17761,0.0
17765,10285.58
17786,8934.46
17787,0.0
17790,5440.29
17800,0.0
17808,5946.56
17815,3535.73
17817,5965.0
17818,7618.55
17821,9899.67
17834,0.0
17836,6564.61
17837,4745.23
17856,7877.39
17860,10497.64
17864,7201.73
17878,6339.33
17881,14406.7
17882,12319.18
17912,6944.07
17916,4056.5
17917,6602.36
17922,9897.31
17924,15388.73
17928,6226.95
17929,4001.33
17936,4650.61
17966,3862.0
17980,5934.27
17988,8301.09
17998,19298.91
18000,0.0
18019,4913.64
18027,7487.47
18046,5608.38
18049,8157.09
18050,6369.42
18082,0.0
18095,0.0
18107,5972.6
18125,0.0
18150,5801.06
18178,5615.75
18196,10005.64
